,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1314,1315,40,No,Travel_Rarely,1171,Research & Development,10,Master,Life Sciences,Very High,Female,46,Very High,1,Laboratory Technician,High,Married,2213,22495,3,Yes,13,Excellent,High,1,10,3,Excellent,7,7,1,7
1316,1317,56,No,Travel_Rarely,832,Research & Development,9,Bachelor,Medical,High,Male,81,High,4,Healthcare Representative,Very High,Married,11103,20420,7,No,11,Excellent,High,0,30,1,Good,10,7,1,1
1318,1319,46,No,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,Very High,Male,52,High,5,Research Director,Medium,Married,19081,10849,5,No,11,Excellent,Low,1,25,2,Excellent,4,2,0,3
1319,1320,40,No,Travel_Rarely,905,Research & Development,19,College,Medical,High,Male,99,High,2,Laboratory Technician,Very High,Married,2741,16523,8,Yes,15,Excellent,High,1,15,2,Outstanding,7,2,3,7
1320,1321,46,No,Travel_Rarely,945,Human Resources,5,College,Medical,Medium,Male,80,High,2,Human Resources,Medium,Divorced,5021,10425,8,Yes,22,Outstanding,Very High,1,16,2,Excellent,4,2,0,2
1321,1322,35,No,Travel_Rarely,776,Sales,1,Master,Marketing,High,Male,32,Medium,2,Sales Executive,Low,Single,4312,23016,0,No,14,Excellent,Medium,0,16,2,Excellent,15,13,2,8
1322,1323,40,No,Travel_Frequently,593,Research & Development,9,Master,Medical,Medium,Female,88,High,3,Research Director,High,Single,13499,13782,9,No,17,Excellent,High,0,20,3,Good,18,7,2,13
1323,1324,36,No,Non-Travel,427,Research & Development,8,Bachelor,Life Sciences,Low,Female,63,Very High,3,Research Director,Low,Married,11713,20335,9,No,14,Excellent,Low,1,10,2,Excellent,8,7,0,5
1324,1325,43,No,Travel_Rarely,930,Research & Development,6,Bachelor,Medical,Low,Female,73,Medium,2,Research Scientist,High,Single,4081,20003,1,Yes,14,Excellent,Low,0,20,3,Low,20,7,1,8
1325,1326,31,No,Travel_Frequently,444,Sales,5,Bachelor,Marketing,Very High,Female,84,High,1,Sales Representative,Medium,Divorced,2789,3909,1,No,11,Excellent,High,1,2,5,Good,2,2,2,2
1326,1327,36,No,Travel_Rarely,1041,Human Resources,13,Bachelor,Human Resources,High,Male,36,High,1,Human Resources,Medium,Married,2143,25527,4,No,13,Excellent,Medium,1,8,2,Excellent,5,2,0,4
1327,1328,36,No,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,High,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,4235,2,Yes,21,Outstanding,High,1,17,2,Excellent,7,7,7,7
1328,1329,45,No,Travel_Rarely,954,Sales,2,College,Technical Degree,Medium,Male,46,Low,2,Sales Representative,High,Single,6632,12388,0,No,13,Excellent,Low,0,9,3,Excellent,8,7,3,1
1329,1330,27,No,Non-Travel,1450,Research & Development,3,Bachelor,Medical,High,Male,79,Medium,1,Research Scientist,High,Divorced,2566,25326,1,Yes,15,Excellent,Very High,1,1,2,Good,1,1,0,1
1330,1331,51,No,Travel_Rarely,684,Research & Development,6,Bachelor,Life Sciences,Low,Male,51,High,5,Research Director,High,Single,19537,6462,7,No,13,Excellent,High,0,23,5,Excellent,20,18,15,15
1331,1332,53,No,Travel_Frequently,124,Sales,2,Bachelor,Marketing,High,Female,38,Medium,3,Sales Executive,Medium,Married,7525,23537,2,No,12,Excellent,Low,1,30,2,Excellent,15,7,6,12
1332,1333,31,Yes,Travel_Frequently,534,Research & Development,20,Bachelor,Life Sciences,Low,Male,66,High,3,Healthcare Representative,High,Married,9824,22908,3,No,12,Excellent,Low,0,12,2,Excellent,1,0,0,0
1333,1334,35,No,Travel_Rarely,1343,Research & Development,27,Below College,Medical,High,Female,53,Medium,1,Research Scientist,Low,Single,2559,17852,1,No,11,Excellent,Very High,0,6,3,Good,6,5,1,1
1334,1335,27,No,Travel_Rarely,1377,Research & Development,11,Below College,Life Sciences,Medium,Male,91,High,1,Laboratory Technician,Low,Married,2099,7679,0,No,14,Excellent,Medium,0,6,3,Outstanding,5,0,1,4
1335,1336,27,No,Travel_Rarely,1469,Research & Development,1,College,Medical,Very High,Male,82,High,1,Laboratory Technician,Medium,Divorced,3816,17881,1,No,11,Excellent,Medium,1,5,2,Excellent,5,2,0,4
1336,1337,34,No,Travel_Rarely,470,Research & Development,2,Master,Life Sciences,Very High,Male,84,Medium,2,Manufacturing Director,Low,Married,5957,23687,6,No,13,Excellent,Medium,1,13,3,Excellent,11,9,5,9
1338,1339,24,No,Travel_Rarely,1353,Sales,3,College,Other,Low,Female,33,High,2,Sales Executive,High,Married,4999,17519,0,No,21,Outstanding,Low,1,4,2,Good,3,2,0,2
1341,1342,38,No,Travel_Frequently,693,Research & Development,7,Bachelor,Life Sciences,Very High,Male,57,Very High,1,Research Scientist,High,Divorced,2610,15748,1,No,11,Excellent,Very High,3,4,2,Excellent,4,2,0,3
1343,1344,41,No,Non-Travel,256,Sales,10,College,Medical,High,Male,40,Low,2,Sales Executive,Medium,Single,6151,22074,1,No,13,Excellent,Low,0,19,4,Excellent,19,2,11,9
1344,1345,46,No,Travel_Rarely,488,Sales,2,Bachelor,Technical Degree,High,Female,75,Low,4,Manager,Medium,Married,16872,14977,3,Yes,12,Excellent,Medium,1,28,2,Good,7,7,7,7
1346,1347,30,No,Travel_Rarely,1082,Sales,12,Bachelor,Technical Degree,Medium,Female,83,High,2,Sales Executive,High,Single,6577,19558,0,No,11,Excellent,Medium,0,6,6,Excellent,5,4,4,4
1347,1348,46,No,Travel_Rarely,430,Research & Development,1,Master,Medical,Very High,Male,40,High,5,Research Director,Very High,Divorced,19627,21445,9,No,17,Excellent,Very High,2,23,0,Excellent,2,2,2,2
1349,1350,27,No,Travel_Rarely,975,Research & Development,7,Bachelor,Medical,Very High,Female,55,Medium,2,Healthcare Representative,Low,Single,6811,23398,8,No,19,Excellent,Low,0,9,2,Low,7,6,0,7
1350,1351,32,No,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,Very High,Female,38,High,2,Research Scientist,High,Single,4998,2338,4,Yes,14,Excellent,Very High,0,10,2,Excellent,8,7,0,7
1352,1353,41,No,Travel_Rarely,896,Sales,6,Bachelor,Life Sciences,Very High,Female,75,High,3,Manager,Very High,Single,13591,14674,3,Yes,18,Excellent,High,0,16,3,Excellent,1,0,0,0
1353,1354,21,Yes,Travel_Frequently,756,Sales,1,Below College,Technical Degree,Low,Female,99,Medium,1,Sales Representative,Medium,Single,2174,9150,1,Yes,11,Excellent,High,0,3,3,Excellent,3,2,1,2
1354,1355,34,No,Travel_Frequently,560,Research & Development,1,Master,Other,Very High,Male,91,High,1,Research Scientist,Low,Divorced,2996,20284,5,No,14,Excellent,High,2,10,2,Excellent,4,3,1,3
1355,1356,36,No,Travel_Frequently,566,Research & Development,18,Master,Life Sciences,High,Male,81,Very High,1,Laboratory Technician,Very High,Married,3688,7122,4,No,18,Excellent,Very High,2,4,2,Excellent,1,0,0,0
1356,1357,34,No,Travel_Frequently,303,Sales,2,Master,Marketing,High,Female,75,High,1,Sales Representative,High,Married,2231,11314,6,No,18,Excellent,Very High,1,6,3,Excellent,4,3,1,2
1358,1359,26,Yes,Travel_Rarely,1357,Research & Development,25,Bachelor,Life Sciences,Low,Male,48,Low,1,Laboratory Technician,High,Single,2293,10558,1,No,12,Excellent,High,0,1,2,Good,1,0,0,1
1360,1361,48,No,Travel_Rarely,969,Research & Development,2,College,Technical Degree,Very High,Male,76,Very High,1,Laboratory Technician,Medium,Single,2559,16620,5,No,11,Excellent,High,0,7,4,Good,1,0,0,0
1361,1362,53,No,Travel_Rarely,1084,Research & Development,13,College,Medical,Very High,Female,57,Very High,2,Manufacturing Director,Low,Divorced,4450,26250,1,No,11,Excellent,High,2,5,3,Excellent,4,2,1,3
1362,1363,39,No,Travel_Rarely,1498,Sales,21,Master,Life Sciences,Low,Male,44,Medium,2,Sales Executive,Very High,Married,6120,3567,3,Yes,12,Excellent,Very High,2,8,2,Outstanding,5,4,1,4
1367,1368,31,No,Travel_Rarely,326,Sales,8,College,Life Sciences,Low,Male,31,High,3,Sales Executive,Very High,Divorced,10793,8386,1,No,18,Excellent,Low,1,13,5,Excellent,13,7,9,9
1368,1369,27,No,Travel_Frequently,793,Sales,2,Below College,Life Sciences,Very High,Male,43,Low,2,Sales Executive,Very High,Single,5071,20392,3,No,20,Outstanding,Medium,0,8,3,Excellent,6,2,0,0
1369,1370,45,No,Travel_Rarely,930,Sales,9,Bachelor,Marketing,Very High,Male,74,High,3,Sales Executive,Low,Divorced,10761,19239,4,Yes,12,Excellent,High,1,18,2,Excellent,5,4,0,2
1370,1371,32,No,Travel_Frequently,1311,Research & Development,7,Bachelor,Life Sciences,Medium,Male,100,Very High,1,Laboratory Technician,Medium,Married,2794,26062,1,No,20,Outstanding,High,0,5,3,Low,5,1,0,3
1371,1372,56,No,Travel_Rarely,1400,Research & Development,7,Bachelor,Life Sciences,Very High,Male,49,Low,3,Manufacturing Director,Very High,Single,7260,21698,4,No,11,Excellent,Low,0,37,3,Good,6,4,0,2
1372,1373,51,No,Travel_Rarely,1169,Research & Development,7,Master,Medical,Medium,Male,34,Medium,2,Manufacturing Director,High,Married,6132,13983,2,No,17,Excellent,High,0,10,2,Excellent,1,0,0,0
1373,1374,50,No,Travel_Rarely,691,Research & Development,2,Bachelor,Medical,High,Male,64,High,4,Research Director,High,Married,17639,6881,5,No,16,Excellent,Very High,0,30,3,Excellent,4,3,0,3
1374,1375,28,No,Travel_Rarely,950,Research & Development,3,Bachelor,Medical,Very High,Female,93,High,3,Manufacturing Director,Medium,Divorced,7655,8039,0,No,17,Excellent,Medium,3,10,3,Good,9,7,1,7
1375,1376,33,Yes,Travel_Frequently,827,Research & Development,29,Master,Medical,Low,Female,54,Medium,2,Research Scientist,High,Single,4508,3129,1,No,22,Outstanding,Medium,0,14,4,Excellent,13,7,3,8
1376,1377,29,Yes,Travel_Rarely,906,Research & Development,10,Bachelor,Life Sciences,Very High,Female,92,Medium,1,Research Scientist,Low,Single,2404,11479,6,Yes,20,Outstanding,High,0,3,5,Excellent,0,0,0,0
1377,1378,41,No,Travel_Rarely,549,Research & Development,7,College,Medical,Very High,Female,42,High,2,Manufacturing Director,High,Single,5003,23371,6,No,14,Excellent,Medium,0,8,6,Excellent,2,2,2,1
1378,1379,52,Yes,Travel_Rarely,723,Research & Development,8,Master,Medical,High,Male,85,Medium,2,Research Scientist,Medium,Married,4941,17747,2,No,15,Excellent,Low,0,11,3,Good,8,2,7,7
1379,1380,22,Yes,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,High,Male,48,Medium,1,Research Scientist,Very High,Married,2853,4223,0,Yes,11,Excellent,Medium,1,1,5,Excellent,0,0,0,0
1381,1382,28,No,Travel_Rarely,1179,Research & Development,19,Master,Medical,Very High,Male,78,Medium,1,Laboratory Technician,Low,Married,3196,12449,1,No,12,Excellent,High,3,6,2,Excellent,6,5,3,3
1383,1384,27,No,Travel_Rarely,1115,Research & Development,3,Master,Medical,Low,Male,54,Medium,1,Research Scientist,Very High,Single,2045,15174,0,No,13,Excellent,Very High,0,5,0,Excellent,4,2,1,1
1384,1385,47,No,Travel_Frequently,1309,Sales,4,Below College,Medical,Medium,Male,99,High,2,Sales Representative,High,Single,2976,25751,3,No,19,Excellent,Low,0,5,3,Excellent,0,0,0,0
1386,1387,44,No,Non-Travel,489,Research & Development,23,Bachelor,Medical,Medium,Male,67,High,2,Laboratory Technician,Medium,Married,2042,25043,4,No,12,Excellent,High,1,17,3,Outstanding,3,2,1,2
1388,1389,33,No,Travel_Rarely,931,Research & Development,14,Bachelor,Medical,Very High,Female,72,High,1,Research Scientist,Medium,Married,2756,4673,1,No,13,Excellent,Very High,1,8,5,Excellent,8,7,1,6
1390,1391,35,No,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,High,Male,44,Medium,3,Manufacturing Director,Medium,Divorced,10274,19588,2,No,18,Excellent,Medium,1,15,2,Outstanding,7,7,6,4
1393,1394,45,No,Travel_Rarely,193,Research & Development,6,Master,Other,Very High,Male,52,High,3,Research Director,Low,Married,13245,15067,4,Yes,14,Excellent,Medium,0,17,3,Outstanding,0,0,0,0
1394,1395,35,No,Travel_Rarely,583,Research & Development,25,Master,Medical,High,Female,57,High,3,Healthcare Representative,High,Divorced,10388,6975,1,Yes,11,Excellent,High,1,16,3,Good,16,10,10,1
1395,1396,34,No,Travel_Rarely,1354,Research & Development,5,Bachelor,Medical,High,Female,45,Medium,3,Manager,Low,Single,11631,5615,2,No,12,Excellent,Very High,0,14,6,Excellent,11,10,5,8
1397,1398,24,No,Travel_Rarely,1476,Sales,4,Below College,Medical,Very High,Female,42,High,2,Sales Executive,High,Married,4162,15211,1,Yes,12,Excellent,High,2,5,3,Excellent,5,4,0,3
1399,1400,26,Yes,Travel_Rarely,950,Sales,4,Master,Marketing,Very High,Male,48,Medium,2,Sales Executive,Very High,Single,5828,8450,1,Yes,12,Excellent,Medium,0,8,0,Excellent,8,7,7,4
1400,1401,32,No,Travel_Rarely,499,Sales,2,Below College,Marketing,High,Male,36,High,2,Sales Executive,Medium,Married,4078,20497,0,Yes,13,Excellent,Low,3,4,3,Good,3,2,1,2
1401,1402,43,No,Travel_Rarely,1273,Research & Development,2,College,Medical,Very High,Female,72,Very High,1,Research Scientist,High,Divorced,2645,21923,1,No,12,Excellent,Very High,2,6,3,Good,5,3,1,4
1402,1403,34,No,Travel_Rarely,1346,Research & Development,19,College,Medical,Medium,Male,93,High,1,Laboratory Technician,Very High,Divorced,2661,8758,0,No,11,Excellent,High,1,3,2,Excellent,2,2,1,2
1403,1404,37,No,Travel_Rarely,124,Research & Development,3,Bachelor,Other,Very High,Female,35,High,2,Healthcare Representative,Medium,Single,4107,13848,3,No,15,Excellent,Low,0,8,3,Good,4,3,0,1
1404,1405,32,No,Travel_Rarely,859,Research & Development,4,Bachelor,Life Sciences,High,Female,98,Medium,2,Manufacturing Director,High,Married,6162,19124,1,No,12,Excellent,High,1,14,3,Excellent,14,13,6,8
1405,1406,31,No,Travel_Rarely,106,Human Resources,2,Bachelor,Human Resources,Low,Male,62,Medium,2,Human Resources,Low,Married,6410,17822,3,No,12,Excellent,Very High,0,9,1,Excellent,2,2,1,0
1409,1410,25,No,Non-Travel,675,Research & Development,5,College,Life Sciences,Medium,Male,85,Very High,2,Healthcare Representative,Low,Divorced,4000,18384,1,No,12,Excellent,Very High,2,6,2,Excellent,6,3,1,5
1410,1411,30,No,Travel_Rarely,1334,Sales,4,College,Medical,High,Female,63,Medium,2,Sales Executive,Medium,Divorced,5209,19760,1,Yes,12,Excellent,Medium,3,11,4,Good,11,8,2,7
1413,1414,28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor,Medical,Low,Male,45,Medium,1,Laboratory Technician,Medium,Divorced,2596,7160,1,No,15,Excellent,Low,2,1,2,Excellent,1,0,0,0
1415,1416,35,No,Travel_Rarely,672,Research & Development,25,Bachelor,Technical Degree,Very High,Male,78,Medium,3,Manufacturing Director,Medium,Married,10903,9129,3,No,16,Excellent,Low,0,16,2,Excellent,13,10,4,8
1417,1418,33,No,Travel_Rarely,654,Research & Development,5,Bachelor,Life Sciences,Very High,Male,34,Medium,3,Healthcare Representative,Very High,Divorced,7119,21214,4,No,15,Excellent,High,1,9,2,Excellent,3,2,1,2
1418,1419,30,No,Travel_Rarely,570,Sales,5,Bachelor,Marketing,Very High,Female,30,Medium,2,Sales Executive,High,Divorced,6118,5431,1,No,13,Excellent,High,3,10,2,Excellent,10,9,1,2
1419,1420,24,No,Non-Travel,1092,Research & Development,9,Bachelor,Life Sciences,High,Male,60,Medium,1,Laboratory Technician,Medium,Divorced,2694,26551,1,No,11,Excellent,High,3,1,4,Excellent,1,0,0,0
1420,1421,45,No,Non-Travel,805,Research & Development,4,College,Life Sciences,High,Male,57,High,2,Laboratory Technician,Medium,Married,4447,23163,1,No,12,Excellent,Medium,0,9,5,Good,9,7,0,8
1421,1422,25,No,Travel_Rarely,959,Sales,28,Bachelor,Life Sciences,Low,Male,41,Medium,2,Sales Executive,High,Married,8639,24835,2,No,18,Excellent,Very High,0,6,3,Excellent,2,2,2,2
1422,1423,35,No,Travel_Rarely,1214,Research & Development,1,Bachelor,Medical,Medium,Male,30,Medium,1,Research Scientist,High,Single,2859,26278,1,No,18,Excellent,Low,0,6,3,Excellent,6,4,0,4
1423,1424,48,No,Travel_Rarely,1469,Research & Development,20,Master,Medical,Very High,Male,51,High,1,Research Scientist,High,Married,2259,5543,4,No,17,Excellent,Low,2,13,2,Good,0,0,0,0
1425,1426,53,No,Travel_Rarely,1282,Research & Development,5,Bachelor,Other,High,Female,58,High,5,Manager,High,Divorced,19094,10735,4,No,11,Excellent,Very High,1,26,3,Good,14,13,4,8
1426,1427,31,No,Travel_Rarely,154,Sales,7,Master,Life Sciences,Medium,Male,41,Medium,1,Sales Representative,High,Married,2329,11737,3,No,15,Excellent,Medium,0,13,2,Outstanding,7,7,5,2
1428,1429,58,No,Travel_Rarely,848,Research & Development,23,Master,Life Sciences,Low,Male,88,High,1,Research Scientist,High,Divorced,2372,26076,1,No,12,Excellent,Very High,2,2,3,Excellent,2,2,2,2
1430,1431,31,Yes,Travel_Frequently,703,Sales,2,Bachelor,Life Sciences,High,Female,90,Medium,1,Sales Representative,Very High,Single,2785,11882,7,No,14,Excellent,High,0,3,3,Outstanding,1,0,0,0
1431,1432,39,No,Travel_Rarely,903,Sales,2,Doctor,Life Sciences,Low,Male,41,Very High,3,Sales Executive,High,Single,7880,2560,0,No,18,Excellent,Very High,0,9,3,Excellent,8,7,0,7
1432,1433,51,No,Travel_Rarely,1469,Research & Development,8,Master,Life Sciences,Medium,Male,81,Medium,3,Research Director,Medium,Married,12490,15736,5,No,16,Excellent,Very High,2,16,5,Low,10,9,4,7
1433,1434,41,No,Travel_Frequently,1018,Sales,1,Bachelor,Marketing,High,Female,66,High,2,Sales Executive,Low,Divorced,4103,4297,0,No,17,Excellent,Very High,1,10,2,Excellent,9,3,1,7
1434,1435,29,No,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,Very High,Female,61,High,1,Research Scientist,Medium,Divorced,3291,17940,0,No,14,Excellent,Very High,2,8,2,Good,7,5,1,1
1435,1436,58,Yes,Travel_Frequently,781,Research & Development,2,Below College,Life Sciences,Very High,Male,57,Medium,1,Laboratory Technician,Very High,Divorced,2380,13384,9,Yes,14,Excellent,Very High,1,3,3,Good,1,0,0,0
1437,1438,49,No,Travel_Frequently,279,Research & Development,8,Below College,Life Sciences,High,Male,61,Medium,2,Research Scientist,Medium,Married,5130,24907,1,No,23,Outstanding,Very High,1,10,3,Excellent,10,7,1,7
1438,1439,51,No,Travel_Rarely,833,Research & Development,1,Bachelor,Life Sciences,High,Male,96,High,1,Research Scientist,Very High,Married,2723,23231,1,No,11,Excellent,Medium,0,1,0,Good,1,0,0,0
1439,1440,24,No,Travel_Rarely,823,Research & Development,17,College,Other,Very High,Male,94,Medium,1,Laboratory Technician,Medium,Married,2127,9100,1,No,21,Outstanding,Very High,1,1,2,Excellent,1,0,0,0
1440,1441,39,Yes,Travel_Rarely,360,Research & Development,23,Bachelor,Medical,High,Male,93,High,1,Research Scientist,Low,Single,3904,22154,0,No,13,Excellent,Low,0,6,2,Excellent,5,2,0,3
1441,1442,52,No,Travel_Rarely,1323,Research & Development,2,Bachelor,Life Sciences,High,Female,89,Medium,1,Laboratory Technician,Very High,Single,3212,3300,7,No,15,Excellent,Medium,0,6,3,Good,2,2,2,2
1442,1443,35,No,Travel_Rarely,1017,Research & Development,6,Master,Life Sciences,Medium,Male,82,Low,2,Research Scientist,Very High,Single,6646,19368,1,No,13,Excellent,Medium,0,17,3,Excellent,17,11,11,8
1444,1445,45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,Low,Female,94,Low,5,Manager,Medium,Single,18824,2493,2,Yes,16,Excellent,Low,0,26,2,Excellent,24,10,1,11
1445,1446,30,No,Travel_Rarely,153,Research & Development,8,College,Life Sciences,Medium,Female,73,Very High,3,Research Director,Low,Married,11416,17802,0,Yes,12,Excellent,High,3,9,4,Good,8,7,1,7
1446,1447,26,Yes,Non-Travel,265,Sales,29,College,Medical,Medium,Male,79,Low,2,Sales Executive,Low,Single,4969,21813,8,No,18,Excellent,Very High,0,7,6,Excellent,2,2,2,2
1449,1450,34,No,Travel_Rarely,629,Research & Development,27,College,Medical,Very High,Female,95,High,1,Research Scientist,Medium,Single,2311,5711,2,No,15,Excellent,Very High,0,9,3,Excellent,3,2,1,2
1450,1451,51,No,Travel_Frequently,968,Research & Development,6,College,Medical,Medium,Female,40,Medium,1,Laboratory Technician,High,Single,2838,4257,0,No,14,Excellent,Medium,0,8,6,Good,7,0,7,7
1451,1452,38,No,Travel_Rarely,322,Sales,7,College,Medical,Low,Female,44,Very High,2,Sales Executive,Low,Divorced,5605,19191,1,Yes,24,Outstanding,High,1,8,3,Excellent,8,0,7,7
1452,1453,44,No,Travel_Rarely,661,Research & Development,9,College,Life Sciences,Medium,Male,61,High,1,Research Scientist,Low,Married,2559,7508,1,Yes,13,Excellent,Very High,0,8,0,Excellent,8,7,7,1
1453,1454,42,No,Travel_Frequently,532,Research & Development,29,College,Life Sciences,Low,Female,92,High,2,Research Scientist,High,Divorced,4556,12932,2,No,11,Excellent,Medium,1,19,3,Excellent,5,4,0,2
1454,1455,38,No,Travel_Rarely,827,Research & Development,1,Master,Life Sciences,Medium,Female,33,Very High,2,Healthcare Representative,Very High,Single,7625,19383,0,No,13,Excellent,High,0,10,4,Good,9,7,1,8
1455,1456,40,Yes,Travel_Rarely,299,Sales,25,Master,Marketing,Very High,Male,57,Medium,3,Sales Executive,Medium,Single,9094,17235,2,Yes,12,Excellent,High,0,9,2,Excellent,5,4,1,0
1456,1457,34,No,Travel_Rarely,1153,Research & Development,1,College,Medical,Low,Male,94,High,2,Manufacturing Director,Medium,Married,4325,17736,1,No,15,Excellent,High,0,5,2,Excellent,5,2,1,3
